,location,truth_date,year_week,value,relative_humidity_2m,temperature_2m_max,temperature_2m_min
62,BE,2023-08-06,2023-W31,504.3,83.3189,18.971643,13.200215
63,BE,2023-07-30,2023-W30,499.7,78.935684,20.650213,14.585929
64,BE,2023-07-23,2023-W29,432.6,71.30459,21.464499,13.493072
65,BE,2023-07-16,2023-W28,545.2,65.0347,23.914501,15.200215
66,BE,2023-07-09,2023-W27,519.3,67.58366,24.73593,14.350215
67,BE,2023-07-02,2023-W26,557.6,69.00684,21.378786,14.443071
68,BE,2023-06-25,2023-W25,525.9,71.46994,25.7645,15.871643
69,BE,2023-06-18,2023-W24,514.9,51.133404,26.550215,15.621643
70,BE,2023-06-11,2023-W23,710.2,59.77775,27.214499,14.707357
71,BE,2023-06-04,2023-W22,493.4,62.997215,21.585928,10.121643
72,BE,2023-05-28,2023-W21,893.2,72.60084,18.73593,8.1145
73,BE,2023-05-21,2023-W20,685.0,73.673355,17.450214,7.4002147
74,BE,2023-05-14,2023-W19,827.7,85.51776,17.128786,9.693071
75,BE,2023-05-07,2023-W18,685.3,78.41253,17.821644,8.4859295
76,BE,2023-04-30,2023-W17,748.9,75.55363,14.021644,5.1359286
77,BE,2023-04-23,2023-W16,941.3,77.52592,13.207358,5.6287856
78,BE,2023-04-16,2023-W15,699.8,75.26641,12.700215,5.7145
79,BE,2023-04-09,2023-W14,736.6,75.552124,12.043073,3.1859286
80,BE,2023-04-02,2023-W13,1062.2,79.45768,11.6645,4.9930716
81,BE,2023-03-26,2023-W12,1195.5,80.908485,11.707357,7.1430717
82,BE,2023-03-19,2023-W11,1456.0,75.44004,12.593072,4.4859285
83,BE,2023-03-12,2023-W10,1486.2,85.32644,9.535929,2.2002141
84,BE,2023-03-05,2023-W09,1574.4,78.01534,6.1359286,-0.77835715
85,BE,2023-02-26,2023-W08,1251.3,83.92427,7.4502144,0.84307134
86,BE,2023-02-19,2023-W07,1550.2,86.01781,11.150214,5.000214
87,BE,2023-02-12,2023-W06,1464.3,84.66344,7.578786,-0.17121434
88,BE,2023-02-05,2023-W05,1437.8,86.16044,8.550215,3.9002144
89,BE,2023-01-29,2023-W04,1384.8,86.87168,4.0502143,-0.59264284
90,BE,2023-01-22,2023-W03,1274.0,89.222694,2.9430714,-1.9426429
91,BE,2023-01-15,2023-W02,1348.9,84.99037,9.750215,5.5573573
92,BE,2023-01-08,2023-W01,1470.5,87.64905,10.378786,7.621643
93,BE,2023-01-01,2022-W52,2012.0,84.48487,12.306168,7.6228333
94,BE,2022-12-25,2022-W51,2131.3,91.00243,11.171643,7.585929
95,BE,2022-12-18,2022-W50,2236.5,81.76892,2.371643,-4.4069285
96,BE,2022-12-11,2022-W49,2247.4,94.12059,2.7359288,-1.2997857
97,BE,2022-12-04,2022-W48,1849.8,90.956566,4.8787856,1.7930715
98,BE,2022-11-27,2022-W47,1816.9,86.54659,9.921643,5.507357
99,BE,2022-11-20,2022-W46,1194.3,88.84011,10.043071,6.1645
100,BE,2022-11-13,2022-W45,996.4,84.66163,13.821643,7.157357
101,BE,2022-11-06,2022-W44,844.5,80.76366,13.764501,9.107358
102,BE,2022-10-30,2022-W43,1046.5,77.350136,20.164501,13.043071
103,BE,2022-10-23,2022-W42,1238.7,84.03678,18.835928,12.371643
104,BE,2022-10-16,2022-W41,1298.7,85.2453,16.378786,10.428786
105,BE,2022-10-09,2022-W40,1217.0,78.69088,17.457357,8.321643
106,BE,2022-10-02,2022-W39,1191.6,84.11334,15.300215,7.021643
107,BE,2022-09-25,2022-W38,1292.6,79.34526,16.23593,8.835929
108,BE,2022-09-18,2022-W37,988.2,81.22077,17.100216,11.300215
109,BE,2022-09-11,2022-W36,430.4,75.50047,22.0145,14.3645
110,BE,2022-09-04,2022-W35,536.9,58.47594,26.343073,15.9145
111,BE,2022-08-28,2022-W34,409.6,62.98697,26.13593,16.643072
112,BE,2022-08-21,2022-W33,368.4,72.68355,24.471643,15.800215
113,BE,2022-08-14,2022-W32,397.9,46.20053,30.278788,17.1145
114,BE,2022-08-07,2022-W31,366.5,63.758064,25.950214,14.285929
115,BE,2022-07-31,2022-W30,552.1,64.95547,23.771643,14.250215
116,BE,2022-07-24,2022-W29,454.6,63.262787,26.378786,16.371643
117,BE,2022-07-17,2022-W28,885.1,61.907726,26.63593,13.9787855
118,BE,2022-07-10,2022-W27,991.2,70.960915,22.357357,11.878786
119,BE,2022-07-03,2022-W26,850.2,72.64787,22.285929,12.000215
120,BE,2022-06-26,2022-W25,838.9,70.28281,22.685928,13.9787855
121,BE,2022-06-19,2022-W24,958.0,63.896282,24.8145,13.378786
122,BE,2022-06-12,2022-W23,758.9,75.824684,20.464499,12.007357
123,BE,2022-06-05,2022-W22,953.5,69.10863,20.5645,10.2216425
124,BE,2022-05-29,2022-W21,680.8,73.07634,16.878786,9.021643
125,BE,2022-05-22,2022-W20,953.5,67.59207,22.757357,13.007357
126,BE,2022-05-15,2022-W19,1124.2,62.030743,22.321644,11.343072
127,BE,2022-05-08,2022-W18,1090.7,70.95699,19.207357,8.221643
128,BE,2022-05-01,2022-W17,1215.2,69.58849,15.2359295,5.5930715
129,BE,2022-04-24,2022-W16,835.4,58.56954,17.2645,7.2645
130,BE,2022-04-17,2022-W15,1403.4,71.2901,17.678785,6.8502145
131,BE,2022-04-10,2022-W14,1679.3,77.94126,11.850214,4.750214
132,BE,2022-04-03,2022-W13,1588.9,73.62744,8.621643,1.6502142
133,BE,2022-03-27,2022-W12,1494.2,66.10349,16.921644,4.650214
134,BE,2022-03-20,2022-W11,1282.0,74.267494,13.050215,2.8359284
135,BE,2022-03-13,2022-W10,1232.3,64.03746,14.2287855,4.607357
136,BE,2022-03-06,2022-W09,1066.4,70.38032,9.2216425,-0.39264292
137,BE,2022-02-27,2022-W08,1063.5,76.51342,9.943071,0.8359285
138,BE,2022-02-20,2022-W07,1051.3,79.25449,10.6645,5.143071
139,BE,2022-02-13,2022-W06,1136.2,80.75276,9.2145,2.8216426
140,BE,2022-02-06,2022-W05,1315.3,84.21057,8.535929,3.7430713
141,BE,2022-01-30,2022-W04,1793.9,89.04803,6.6144996,1.9859285
142,BE,2022-01-23,2022-W03,1532.0,91.42967,5.9859285,0.71449995
143,BE,2022-01-16,2022-W02,1095.0,92.951836,5.0573573,-0.11407147
144,BE,2022-01-09,2022-W01,972.9,88.232506,5.921643,0.9573571
145,BE,2022-01-02,2021-W52,737.8,90.54844,13.0345,9.854501
146,BE,2021-12-26,2021-W51,838.2,89.49998,6.071643,0.5716428
147,BE,2021-12-19,2021-W50,1250.0,95.17876,8.128786,4.871643
148,BE,2021-12-12,2021-W49,1249.4,91.36116,6.978786,2.7930715
149,BE,2021-12-05,2021-W48,1392.0,90.55347,6.3287854,1.5144999
150,BE,2021-11-28,2021-W47,1461.8,92.55448,5.7930713,0.7716428
151,BE,2021-11-21,2021-W46,1575.7,92.13835,9.393072,5.1145005
152,BE,2021-11-14,2021-W45,1299.6,89.04246,10.078787,4.400214
153,BE,2021-11-07,2021-W44,1434.4,88.92926,10.293071,3.9502144
154,BE,2021-10-31,2021-W43,1657.6,84.29322,15.378786,9.628786
155,BE,2021-10-24,2021-W42,1620.6,80.62788,14.821643,8.185928
156,BE,2021-10-17,2021-W41,1438.0,83.50591,14.200215,6.3287854
157,BE,2021-10-10,2021-W40,1205.0,83.850464,15.393072,8.371643
158,BE,2021-10-03,2021-W39,1177.6,79.234566,16.535929,10.2287855
159,BE,2021-09-26,2021-W38,1151.0,79.45361,19.550215,11.4716425
160,BE,2021-09-19,2021-W37,1075.0,82.24549,20.657358,12.4716425
161,BE,2021-09-12,2021-W36,891.5,76.829056,22.921644,14.8145
162,BE,2021-09-05,2021-W35,493.0,80.879585,21.971643,13.243072
163,BE,2021-08-29,2021-W34,391.3,81.62764,19.493073,12.8145
164,BE,2021-08-22,2021-W33,462.1,84.19221,20.300215,14.521644
165,BE,2021-08-15,2021-W32,482.3,79.4486,22.057358,13.4645
166,BE,2021-08-08,2021-W31,465.3,79.63397,20.093073,13.764501
167,BE,2021-08-01,2021-W30,458.5,79.91424,20.521643,14.107358
168,BE,2021-07-25,2021-W29,441.4,76.31382,22.964499,14.400215
169,BE,2021-07-18,2021-W28,429.9,86.20539,21.443071,14.571643
170,BE,2021-07-11,2021-W27,475.5,79.98211,20.757357,13.693071
171,BE,2021-07-04,2021-W26,504.1,84.33348,19.871643,13.743072
172,BE,2021-06-27,2021-W25,540.3,83.08163,19.664501,12.907357
173,BE,2021-06-20,2021-W24,548.8,67.81141,24.700214,17.0645
174,BE,2021-06-13,2021-W23,565.5,71.20611,23.828785,12.443071
175,BE,2021-06-06,2021-W22,628.1,71.69825,22.821642,12.514501
176,BE,2021-05-30,2021-W21,679.9,76.03636,17.38593,7.8216434
177,BE,2021-05-23,2021-W20,772.3,76.223755,14.543071,8.250215
178,BE,2021-05-16,2021-W19,637.0,76.67704,15.435928,7.835929
179,BE,2021-05-09,2021-W18,863.1,68.289566,15.493072,6.971643
180,BE,2021-05-02,2021-W17,642.3,67.36747,13.021644,2.6216428
181,BE,2021-04-25,2021-W16,652.7,71.1413,13.600215,2.4787858
182,BE,2021-04-18,2021-W15,670.7,71.722176,10.828787,0.46449998
183,BE,2021-04-11,2021-W14,722.9,72.53084,7.778786,1.2145001
184,BE,2021-04-04,2021-W13,914.6,67.99694,13.9859295,4.321643
185,BE,2021-03-28,2021-W12,1392.1,75.22853,12.835929,4.821643
186,BE,2021-03-21,2021-W11,1129.1,83.401146,7.3430715,2.0859284
187,BE,2021-03-14,2021-W10,982.2,78.953354,9.471643,3.8430715
188,BE,2021-03-07,2021-W09,738.4,78.75068,9.1145,-0.18550001
189,BE,2021-02-28,2021-W08,790.1,77.85854,12.9145,5.2645
190,BE,2021-02-21,2021-W07,818.4,76.954895,14.250215,6.978786
191,BE,2021-02-14,2021-W06,723.3,64.76606,1.1216428,-5.4569287
192,BE,2021-02-07,2021-W05,992.3,91.355156,6.9859285,1.7573572
193,BE,2021-01-31,2021-W04,902.6,89.36726,7.2145004,2.3359284
194,BE,2021-01-24,2021-W03,716.8,84.51005,7.685929,2.5645
195,BE,2021-01-17,2021-W02,599.9,89.89697,4.507357,-0.24264291
196,BE,2021-01-10,2021-W01,561.9,95.32117,3.3859286,-0.15692857
197,BE,2021-01-03,2020-W53,496.8,,,
198,BE,2020-12-27,2020-W52,410.9,93.19029,4.1395,-0.723
199,BE,2020-12-20,2020-W51,816.9,89.01212,8.028786,3.9145
200,BE,2020-12-13,2020-W50,734.7,89.374306,11.143072,6.521643
201,BE,2020-12-06,2020-W49,718.2,90.95472,7.0573573,2.3216426
202,BE,2020-11-29,2020-W48,543.4,88.12728,5.9359283,2.7002144
203,BE,2020-11-22,2020-W47,528.7,88.34911,8.971643,3.7645
204,BE,2020-11-15,2020-W46,614.7,81.525024,11.071643,6.657357
205,BE,2020-11-08,2020-W45,775.3,86.8366,13.821643,9.093072
206,BE,2020-11-01,2020-W44,1112.2,83.21361,13.3145,4.907357
207,BE,2020-10-25,2020-W43,1281.4,84.41755,15.271644,10.285929
208,BE,2020-10-18,2020-W42,1283.2,81.8834,16.23593,10.378786
209,BE,2020-10-11,2020-W41,1017.7,82.279945,11.707357,6.2787857
210,BE,2020-10-04,2020-W40,959.6,83.51687,14.471643,9.293071
211,BE,2020-09-27,2020-W39,1094.0,85.997025,15.9859295,10.850214
212,BE,2020-09-20,2020-W38,1294.4,78.1436,17.3645,10.971643
213,BE,2020-09-13,2020-W37,1068.3,59.72787,25.664501,13.3645
214,BE,2020-09-06,2020-W36,432.1,75.02153,23.0645,12.864501
215,BE,2020-08-30,2020-W35,320.5,73.8374,19.8645,11.378786
216,BE,2020-08-23,2020-W34,329.3,77.791695,20.23593,13.050215
217,BE,2020-08-16,2020-W33,285.7,71.05447,24.321642,16.7645
218,BE,2020-08-09,2020-W32,310.8,68.22469,28.2645,19.428785
219,BE,2020-08-02,2020-W31,480.8,54.62153,30.78593,17.328787
220,BE,2020-07-26,2020-W30,422.1,62.79859,24.714502,14.3645
221,BE,2020-07-19,2020-W29,447.8,70.56277,22.650213,12.657357
222,BE,2020-07-12,2020-W28,520.9,79.957985,20.443071,13.321643
223,BE,2020-07-05,2020-W27,418.0,76.25348,19.878786,11.4787855
224,BE,2020-06-28,2020-W26,487.1,73.29719,20.121643,13.778786
225,BE,2020-06-21,2020-W25,395.4,64.82584,25.328785,15.650215
226,BE,2020-06-14,2020-W24,323.8,74.104004,21.878786,13.257357
227,BE,2020-06-07,2020-W23,249.2,74.24035,21.071644,12.893072
228,BE,2020-05-31,2020-W22,248.5,64.118904,18.571642,10.621643
229,BE,2020-05-24,2020-W21,216.3,51.52466,23.3145,10.514501
230,BE,2020-05-17,2020-W20,312.1,61.1081,22.3145,11.100215
231,BE,2020-05-10,2020-W19,314.4,59.14751,15.900215,4.2645
232,BE,2020-05-03,2020-W18,272.9,64.17542,18.428785,6.8430715
233,BE,2020-04-26,2020-W17,408.3,71.71901,15.057358,7.971643
234,BE,2020-04-19,2020-W16,370.8,52.589516,19.664501,7.0645
235,BE,2020-04-12,2020-W15,500.7,62.65655,17.271643,5.7787857
236,BE,2020-04-05,2020-W14,971.2,63.222744,20.400213,7.907357
237,BE,2020-03-29,2020-W13,1372.7,66.27257,13.371643,3.1430717
238,BE,2020-03-22,2020-W12,2216.5,55.99045,10.685928,0.25735718
239,BE,2020-03-15,2020-W11,1921.3,76.49741,11.393072,3.3145
240,BE,2020-03-08,2020-W10,1730.6,78.85637,12.350214,6.357357
241,BE,2020-03-01,2020-W09,1240.5,86.86782,8.578787,3.557357
242,BE,2020-02-23,2020-W08,1277.4,82.30327,8.357358,3.0930715
243,BE,2020-02-16,2020-W07,1449.0,78.51705,10.207357,4.693072
244,BE,2020-02-09,2020-W06,1680.0,74.05721,10.564501,5.585929
245,BE,2020-02-02,2020-W05,1821.5,82.675064,9.535929,3.1930714
246,BE,2020-01-26,2020-W04,1551.8,85.35022,10.671643,5.8859286
247,BE,2020-01-19,2020-W03,1217.2,93.33928,5.6287856,0.62164277
248,BE,2020-01-12,2020-W02,1505.8,81.9636,8.764501,3.8287857
249,BE,2020-01-05,2020-W01,1193.5,88.57892,9.950215,5.6073575
250,BE,2019-12-29,2019-W52,1000.7,74.94452,5.3895,-0.83549994
251,BE,2019-12-22,2019-W51,1370.3,88.27245,8.014501,2.250214
252,BE,2019-12-15,2019-W50,1374.0,83.46938,11.4787855,7.1645
253,BE,2019-12-08,2019-W49,1508.1,84.146706,7.585929,3.8930714
254,BE,2019-12-01,2019-W48,1464.9,92.02356,7.0930715,2.2359288
255,BE,2019-11-24,2019-W47,1256.4,88.513405,8.4787855,3.778786
256,BE,2019-11-17,2019-W46,995.4,87.589424,8.557357,2.1930714
257,BE,2019-11-10,2019-W45,1161.6,88.14121,7.3930717,2.4287856
258,BE,2019-11-03,2019-W44,953.6,88.263,9.4787855,4.0216427
259,BE,2019-10-27,2019-W43,1073.4,84.90266,11.9645,6.2002144
260,BE,2019-10-20,2019-W42,1220.8,82.0028,16.400213,9.793073
261,BE,2019-10-13,2019-W41,1225.8,85.65733,14.871643,10.900215
262,BE,2019-10-06,2019-W40,1251.7,82.86476,17.600216,11.9859295
263,BE,2019-09-29,2019-W39,1428.3,80.87346,14.643072,10.000215
264,BE,2019-09-22,2019-W38,1312.5,80.92517,17.935928,13.835929
265,BE,2019-09-15,2019-W37,815.7,65.35374,20.528788,10.128786
266,BE,2019-09-08,2019-W36,643.5,74.07148,21.207357,12.285929
267,BE,2019-09-01,2019-W35,520.1,73.33634,18.414501,10.4645
268,BE,2019-08-25,2019-W34,474.0,65.17725,25.335928,14.071643
269,BE,2019-08-18,2019-W33,391.6,67.80022,26.035929,12.650214
270,BE,2019-08-11,2019-W32,423.9,77.36001,20.578785,14.043071
271,BE,2019-08-04,2019-W31,496.1,66.121544,23.371643,16.0145
272,BE,2019-07-28,2019-W30,373.7,70.496506,23.6145,15.378786
273,BE,2019-07-21,2019-W29,537.2,62.662357,29.785929,18.643072
274,BE,2019-07-14,2019-W28,678.3,70.46285,24.307358,14.250215
275,BE,2019-07-07,2019-W27,580.8,70.51636,20.721643,12.707357
276,BE,2019-06-30,2019-W26,537.5,64.43632,22.100216,12.3145
277,BE,2019-06-23,2019-W25,651.0,65.81622,27.13593,15.9859295
278,BE,2019-06-16,2019-W24,679.1,73.488625,24.607357,13.7145
279,BE,2019-06-09,2019-W23,839.0,77.25039,19.943071,12.171644
280,BE,2019-06-02,2019-W22,870.8,72.08508,20.343073,11.014501
281,BE,2019-05-26,2019-W21,1232.8,71.3052,21.093073,12.378786
282,BE,2019-05-19,2019-W20,1201.7,72.66468,19.321644,9.693071
283,BE,2019-05-12,2019-W19,1146.6,70.99049,16.607357,7.578786
284,BE,2019-05-05,2019-W18,889.6,73.601875,14.428786,6.271643
285,BE,2019-04-28,2019-W17,811.0,78.973694,12.457357,4.8002143
286,BE,2019-04-21,2019-W16,1028.4,67.71754,16.607357,8.1645
287,BE,2019-04-14,2019-W15,1029.3,66.60487,20.900217,7.9930716
288,BE,2019-04-07,2019-W14,1111.0,72.87007,10.921643,2.1216428
289,BE,2019-03-31,2019-W13,1028.1,77.20406,13.7359295,4.693072
290,BE,2019-03-24,2019-W12,1113.9,76.52356,13.807358,4.407357
291,BE,2019-03-17,2019-W11,1236.0,81.535965,12.264501,3.500214
292,BE,2019-03-10,2019-W10,1262.8,76.287575,10.4930725,5.0645
293,BE,2019-03-03,2019-W09,1369.4,76.947945,10.685929,5.7930713
294,BE,2019-02-24,2019-W08,1605.9,78.86061,13.207357,5.407357
295,BE,2019-02-17,2019-W07,1862.6,78.60058,12.3145,3.2430713
296,BE,2019-02-10,2019-W06,1982.5,78.191696,12.528786,2.3359284
297,BE,2019-02-03,2019-W05,1732.3,83.27956,8.707357,4.0645
298,BE,2019-01-27,2019-W04,1559.1,89.25081,3.750214,-1.4783572
299,BE,2019-01-20,2019-W03,1496.5,87.38745,4.2787857,-0.32121435
300,BE,2019-01-13,2019-W02,1479.3,83.33008,4.5787854,-1.0997858
301,BE,2019-01-06,2019-W01,1116.5,87.96217,7.2930717,3.1145
302,BE,2018-12-30,2018-W52,992.1,89.18285,6.5930715,0.94307137
303,BE,2018-12-23,2018-W51,1594.5,87.80447,10.114501,5.7645
304,BE,2018-12-16,2018-W50,1673.8,85.14604,4.321643,-0.114071436
305,BE,2018-12-09,2018-W49,1720.9,87.32819,10.2216425,5.678786
306,BE,2018-12-02,2018-W48,1622.5,88.61287,11.257357,7.2216425
307,BE,2018-11-25,2018-W47,1478.2,86.793434,6.7359285,2.2859285
308,BE,2018-11-18,2018-W46,1309.9,82.86122,10.3645,3.6930716
309,BE,2018-11-11,2018-W45,1212.2,82.136856,13.935928,9.085929
310,BE,2018-11-04,2018-W44,1090.7,83.00643,11.707358,3.9502144
311,BE,2018-10-28,2018-W43,1377.2,80.86901,11.500215,6.121643
312,BE,2018-10-21,2018-W42,1357.6,75.34295,17.278786,8.893072
313,BE,2018-10-14,2018-W41,1219.9,69.92046,22.978786,13.9645
314,BE,2018-10-07,2018-W40,1251.6,77.81792,17.671642,9.185929
315,BE,2018-09-30,2018-W39,1284.8,73.87066,16.128786,6.185929
316,BE,2018-09-23,2018-W38,1097.8,68.897316,19.535929,12.500215
317,BE,2018-09-16,2018-W37,943.4,75.66752,21.421644,11.407357
318,BE,2018-09-09,2018-W36,642.3,78.75099,21.293072,13.7145
319,BE,2018-09-02,2018-W35,561.4,73.39601,20.600216,11.928786
320,BE,2018-08-26,2018-W34,446.9,75.61837,21.050215,13.8145
321,BE,2018-08-19,2018-W33,350.1,77.005806,22.914501,15.371643
322,BE,2018-08-12,2018-W32,416.1,58.46984,25.0145,15.378786
323,BE,2018-08-05,2018-W31,471.0,58.873177,29.5645,17.435928
324,BE,2018-07-29,2018-W30,417.5,52.215443,30.435928,19.39307
325,BE,2018-07-22,2018-W29,453.2,56.691647,26.178785,15.028786
326,BE,2018-07-15,2018-W28,583.6,65.72825,25.071642,14.085929
327,BE,2018-07-08,2018-W27,603.3,53.858295,26.421644,15.557358
328,BE,2018-07-01,2018-W26,689.4,58.998653,26.943071,14.471643
329,BE,2018-06-24,2018-W25,744.0,73.01776,19.957357,10.821643
330,BE,2018-06-17,2018-W24,737.3,72.745895,19.3145,12.650215
331,BE,2018-06-10,2018-W23,725.5,82.493164,23.3145,14.821643
332,BE,2018-06-03,2018-W22,799.5,82.76564,22.557358,15.357358
333,BE,2018-05-27,2018-W21,822.2,79.3312,24.464502,14.057358
334,BE,2018-05-20,2018-W20,943.4,74.28041,19.2645,8.400214
335,BE,2018-05-13,2018-W19,662.0,70.42018,20.228786,9.707357
336,BE,2018-05-06,2018-W18,777.5,70.81722,18.793072,6.9645004
337,BE,2018-04-29,2018-W17,731.3,72.292,14.335929,7.4002147
338,BE,2018-04-22,2018-W16,806.4,71.84521,22.585928,10.471643
339,BE,2018-04-15,2018-W15,973.9,83.19836,16.257359,7.6287856
340,BE,2018-04-08,2018-W14,964.6,73.51784,16.414501,6.9287863
341,BE,2018-04-01,2018-W13,1231.6,82.30877,11.285929,3.157357
342,BE,2018-03-25,2018-W12,1493.4,75.6107,9.128786,1.3645
343,BE,2018-03-18,2018-W11,1778.5,77.52734,6.8930717,1.2930714
344,BE,2018-03-11,2018-W10,1960.1,85.45787,11.135928,5.457357
345,BE,2018-03-04,2018-W09,1907.6,60.53839,4.1073575,-3.0569286
346,BE,2018-02-25,2018-W08,2032.8,68.787,3.3787856,-3.5497859
347,BE,2018-02-18,2018-W07,1850.2,77.90929,7.085929,-0.3855
348,BE,2018-02-11,2018-W06,1943.7,79.17501,3.7787857,-1.8497857
349,BE,2018-02-04,2018-W05,1801.9,88.28571,5.728786,0.2716429
350,BE,2018-01-28,2018-W04,1626.5,88.95069,10.2359295,5.7359285
351,BE,2018-01-21,2018-W03,1474.3,84.95295,6.7930717,2.357357
352,BE,2018-01-14,2018-W02,1440.6,91.05473,7.5716434,2.2073572
353,BE,2018-01-07,2018-W01,1388.2,84.72237,8.735929,3.9573572
354,BE,2017-12-31,2017-W52,1360.1,86.09035,8.450214,3.3002143
355,BE,2017-12-24,2017-W51,1476.3,95.72795,8.7287855,6.1145005
356,BE,2017-12-17,2017-W50,1541.5,91.70357,5.407357,1.3073572
357,BE,2017-12-10,2017-W49,1628.0,87.071434,6.207357,1.4216429
358,BE,2017-12-03,2017-W48,1475.6,92.44525,4.500214,-0.3926428
359,BE,2017-11-26,2017-W47,1308.9,83.46343,9.893072,5.7145004
360,BE,2017-11-19,2017-W46,1320.4,85.705345,9.2287855,3.7573571
361,BE,2017-11-12,2017-W45,1156.5,86.87951,8.385928,3.7002144
362,BE,2017-11-05,2017-W44,965.6,83.25721,12.2430725,5.971643
363,BE,2017-10-29,2017-W43,1055.6,83.96145,14.8145,10.285929
364,BE,2017-10-22,2017-W42,1126.2,76.45504,17.48593,11.035929
365,BE,2017-10-15,2017-W41,1224.6,81.434685,19.664501,12.921644
